Q1-ch_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth
21.0,11.0,18.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.251,22.48,6.0,126.0,1.0,2.0,1.0
21.0,11.0,18.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.93,33.856,9.0,123.0,2.0,1.0,2.0
21.0,11.0,18.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.062,9.631,3.0,86.0,1.0,1.0,2.0
21.0,11.0,18.0,,1.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.065,14.496,5.0,117.0,5.0,1.0,1.0
21.0,11.0,18.0,,1.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.643,6.899,2.0,126.0,2.0,1.0,1.0
21.0,11.0,18.0,,1.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.64,20.464,5.0,83.0,2.0,1.0,1.0
21.0,11.0,18.0,,1.0,2.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,2.485,1.0,127.0,4.0,1.0,1.0
21.0,11.0,18.0,,1.0,2.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.394,18.588,4.0,101.0,2.0,1.0,2.0
21.0,11.0,18.0,,1.0,2.0,9.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.951,3.014,1.0,122.0,3.0,1.0,1.0
21.0,11.0,18.0,,1.0,2.0,10.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.406,6.779,3.0,134.0,4.0,2.0,1.0
