Q1-match_id,Q2-player1,Q3-player2,Q4-elapsed_time,Q5-set_no,Q6-game_no,Q7-point_no,Q8-p1_sets,Q9-p2_sets,Q10-p1_games,Q11-p2_games,Q12-p1_score,Q13-p2_score,Q14-server,Q15-serve_no,Q16-point_victor,Q17-p1_points_won,Q18-p2_points_won,Q19-game_victor,Q20-set_victor,Q21-p1_ace,Q22-p2_ace,Q23-p1_winner,Q24-p2_winner,Q25-winner_shot_type,Q26-p1_double_fault,Q27-p2_double_fault,Q28-p1_unf_err,Q29-p2_unf_err,Q30-p1_net_pt,Q31-p2_net_pt,Q32-p1_net_pt_won,Q33-p2_net_pt_won,Q34-p1_break_pt,Q35-p2_break_pt,Q36-p1_break_pt_won,Q37-p2_break_pt_won,Q38-p1_break_pt_missed,Q39-p2_break_pt_missed,Q40-p1_distance_run,Q41-p2_distance_run,Q42-rally_count,Q43-speed_mph,Q44-serve_width,Q45-serve_depth,Q46-return_depth
26.0,11.0,14.0,3930.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.804,13.208,4.0,105.0,1.0,1.0,2.0
26.0,11.0,14.0,3931.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.413,32.779,6.0,87.0,2.0,1.0,1.0
26.0,11.0,14.0,3932.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.832,2.376,1.0,112.0,4.0,1.0,1.0
26.0,11.0,14.0,3933.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.453,73.784,19.0,88.0,4.0,1.0,2.0
26.0,11.0,14.0,3934.0,1.0,2.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.651,8.25,1.0,109.0,4.0,2.0,2.0
26.0,11.0,14.0,3935.0,1.0,2.0,8.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.279,53.489,12.0,85.0,4.0,1.0,2.0
26.0,11.0,14.0,520.0,1.0,2.0,9.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.953,28.995,10.0,126.0,1.0,1.0,1.0
26.0,11.0,14.0,3832.0,1.0,2.0,10.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.102,37.596,11.0,92.0,3.0,1.0,1.0
26.0,11.0,14.0,3936.0,1.0,2.0,12.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.677,7.35,1.0,131.0,4.0,1.0,2.0
26.0,11.0,14.0,14.0,1.0,3.0,13.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.366,18.752,5.0,89.0,1.0,1.0,1.0
26.0,11.0,14.0,3937.0,1.0,3.0,16.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.372,3.732,1.0,124.0,4.0,2.0,2.0
26.0,11.0,14.0,1243.0,1.0,3.0,17.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.415,47.626,13.0,124.0,5.0,2.0,1.0
26.0,11.0,14.0,2789.0,1.0,4.0,18.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,8.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.34,25.659,7.0,99.0,1.0,1.0,2.0
26.0,11.0,14.0,3938.0,1.0,4.0,19.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,9.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.859,8.93,3.0,126.0,1.0,1.0,1.0
26.0,11.0,14.0,3939.0,1.0,4.0,20.0,0.0,0.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.568,14.044,3.0,127.0,5.0,1.0,2.0
26.0,11.0,14.0,975.0,1.0,4.0,21.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.705,35.602,12.0,98.0,2.0,1.0,2.0
26.0,11.0,14.0,3940.0,1.0,4.0,22.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.313,9.241,1.0,92.0,1.0,2.0,1.0
26.0,11.0,14.0,3941.0,1.0,5.0,23.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,12.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.273,10.95,4.0,85.0,5.0,1.0,1.0
26.0,11.0,14.0,1411.0,1.0,5.0,25.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.488,15.014,5.0,112.0,4.0,2.0,1.0
26.0,11.0,14.0,3942.0,1.0,5.0,26.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.447,4.503,1.0,87.0,2.0,1.0,1.0
26.0,11.0,14.0,3943.0,1.0,5.0,27.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,12.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.846,8.286,3.0,125.0,5.0,2.0,1.0
26.0,11.0,14.0,2861.0,1.0,6.0,28.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.645,15.381,2.0,103.0,4.0,2.0,1.0
26.0,11.0,14.0,2862.0,1.0,6.0,29.0,0.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.99,67.63,16.0,122.0,5.0,1.0,1.0
26.0,11.0,14.0,3944.0,1.0,6.0,30.0,0.0,0.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.483,8.259,1.0,108.0,4.0,2.0,1.0
26.0,11.0,14.0,3945.0,1.0,6.0,31.0,0.0,0.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.258,16.698,6.0,114.0,2.0,1.0,1.0
26.0,11.0,14.0,278.0,1.0,6.0,32.0,0.0,0.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.269,6.736,1.0,109.0,4.0,2.0,2.0
26.0,11.0,14.0,3946.0,1.0,6.0,33.0,0.0,0.0,2.0,3.0,5.0,4.0,1.0,1.0,1.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.076,7.404,1.0,114.0,5.0,1.0,2.0
26.0,11.0,14.0,3602.0,1.0,6.0,34.0,0.0,0.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.871,6.666,2.0,93.0,5.0,1.0,2.0
26.0,11.0,14.0,3947.0,1.0,6.0,35.0,0.0,0.0,2.0,3.0,3.0,5.0,1.0,1.0,1.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.715,15.465,3.0,122.0,5.0,1.0,1.0
