Q1-ch_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth
25.0,9.0,20.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.483,8.977,3.0,119.0,3.0,1.0,2.0
25.0,9.0,20.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.511,6.867,1.0,101.0,3.0,2.0,2.0
25.0,9.0,20.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.996,2.791,1.0,104.0,2.0,1.0,1.0
25.0,9.0,20.0,,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.42,26.392,7.0,128.0,4.0,2.0,1.0
25.0,9.0,20.0,,1.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.901,37.772,11.0,120.0,2.0,1.0,2.0
25.0,9.0,20.0,,1.0,2.0,6.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.293,10.621,3.0,124.0,1.0,1.0,2.0
25.0,9.0,20.0,,1.0,2.0,7.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.722,9.134,2.0,120.0,4.0,2.0,2.0
25.0,9.0,20.0,,1.0,2.0,8.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.905,30.686,6.0,103.0,2.0,1.0,1.0
25.0,9.0,20.0,,1.0,2.0,9.0,0.0,0.0,0.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.695,15.593,1.0,129.0,5.0,1.0,2.0
25.0,9.0,20.0,,1.0,3.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.041,11.013,3.0,116.0,4.0,2.0,2.0
25.0,9.0,20.0,,1.0,3.0,12.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.969,4.027,1.0,124.0,1.0,1.0,1.0
25.0,9.0,20.0,,1.0,3.0,13.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.289,13.593,3.0,128.0,5.0,1.0,1.0
25.0,9.0,20.0,,1.0,3.0,14.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.108,7.024,3.0,108.0,2.0,2.0,2.0
25.0,9.0,20.0,,1.0,4.0,15.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.538,5.736,1.0,131.0,5.0,1.0,1.0
25.0,9.0,20.0,,1.0,4.0,16.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.525,17.017,5.0,121.0,3.0,2.0,1.0
