Q1-match_id,Q2-player1,Q3-player2,Q4-elapsed_time,Q5-set_no,Q6-game_no,Q7-point_no,Q8-p1_sets,Q9-p2_sets,Q10-p1_games,Q11-p2_games,Q12-p1_score,Q13-p2_score,Q14-server,Q15-serve_no,Q16-point_victor,Q17-p1_points_won,Q18-p2_points_won,Q19-game_victor,Q20-set_victor,Q21-p1_ace,Q22-p2_ace,Q23-p1_winner,Q24-p2_winner,Q25-winner_shot_type,Q26-p1_double_fault,Q27-p2_double_fault,Q28-p1_unf_err,Q29-p2_unf_err,Q30-p1_net_pt,Q31-p2_net_pt,Q32-p1_net_pt_won,Q33-p2_net_pt_won,Q34-p1_break_pt,Q35-p2_break_pt,Q36-p1_break_pt_won,Q37-p2_break_pt_won,Q38-p1_break_pt_missed,Q39-p2_break_pt_missed,Q40-p1_distance_run,Q41-p2_distance_run,Q42-rally_count,Q43-speed_mph,Q44-serve_width,Q45-serve_depth,Q46-return_depth
17.0,5.0,15.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.999,18.557,3.0,112.0,4.0,2.0,1.0
17.0,5.0,15.0,2774.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.087,22.571,6.0,100.0,2.0,1.0,1.0
17.0,5.0,15.0,2775.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.538,5.213,1.0,109.0,2.0,2.0,2.0
17.0,5.0,15.0,2776.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.779,7.981,2.0,124.0,4.0,2.0,1.0
17.0,5.0,15.0,2777.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.78,43.622,10.0,127.0,2.0,1.0,1.0
17.0,5.0,15.0,252.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.379,8.473,2.0,132.0,5.0,1.0,1.0
17.0,5.0,15.0,2202.0,1.0,2.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.583,28.239,6.0,102.0,2.0,1.0,1.0
17.0,5.0,15.0,2778.0,1.0,2.0,10.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.202,4.835,1.0,104.0,5.0,1.0,2.0
17.0,5.0,15.0,2779.0,1.0,2.0,11.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.809,17.128,4.0,96.0,3.0,1.0,2.0
17.0,5.0,15.0,2780.0,1.0,2.0,12.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.254,16.566,5.0,124.0,5.0,1.0,2.0
17.0,5.0,15.0,2781.0,1.0,2.0,13.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,2.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.674,16.704,5.0,97.0,2.0,1.0,2.0
17.0,5.0,15.0,2782.0,1.0,2.0,14.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.914,12.933,3.0,119.0,5.0,1.0,2.0
17.0,5.0,15.0,2325.0,1.0,3.0,16.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.472,12.787,3.0,128.0,4.0,2.0,1.0
17.0,5.0,15.0,2783.0,1.0,3.0,17.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.811,4.036,1.0,122.0,5.0,1.0,2.0
17.0,5.0,15.0,2205.0,1.0,3.0,18.0,0.0,0.0,2.0,0.0,1.0,4.0,2.0,1.0,2.0,9.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.051,4.72,1.0,119.0,5.0,1.0,2.0
17.0,5.0,15.0,2784.0,1.0,4.0,20.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.705,17.981,3.0,118.0,3.0,1.0,1.0
17.0,5.0,15.0,2785.0,1.0,4.0,21.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.465,10.45,2.0,103.0,3.0,1.0,1.0
17.0,5.0,15.0,2786.0,1.0,4.0,22.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.275,7.239,1.0,122.0,4.0,2.0,2.0
17.0,5.0,15.0,1876.0,1.0,4.0,23.0,0.0,0.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.337,4.525,1.0,107.0,3.0,1.0,2.0
17.0,5.0,15.0,2787.0,1.0,4.0,24.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,13.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.016,37.264,7.0,124.0,4.0,2.0,1.0
17.0,5.0,15.0,2788.0,1.0,5.0,25.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.857,6.505,2.0,97.0,1.0,1.0,2.0
