Q1-ch_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth
24.0,5.0,19.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.969,6.793,1.0,119.0,4.0,1.0,2.0
24.0,5.0,19.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.003,18.914,5.0,125.0,5.0,1.0,2.0
24.0,5.0,19.0,,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.379,42.57,10.0,125.0,4.0,2.0,1.0
24.0,5.0,19.0,,1.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.885,24.251,7.0,109.0,4.0,1.0,2.0
24.0,5.0,19.0,,1.0,3.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.548,28.269,8.0,100.0,1.0,1.0,2.0
24.0,5.0,19.0,,1.0,3.0,12.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.159,12.016,2.0,129.0,5.0,2.0,2.0
24.0,5.0,19.0,,1.0,3.0,13.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.582,48.006,9.0,99.0,4.0,2.0,1.0
24.0,5.0,19.0,,1.0,4.0,16.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.705,5.218,1.0,105.0,3.0,1.0,2.0
24.0,5.0,19.0,,1.0,4.0,17.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,11.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.975,24.251,5.0,122.0,5.0,1.0,1.0
24.0,5.0,19.0,,1.0,4.0,18.0,0.0,0.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.95,38.227,10.0,103.0,2.0,1.0,1.0
24.0,5.0,19.0,,1.0,4.0,19.0,0.0,0.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.64,15.351,5.0,124.0,5.0,1.0,1.0
24.0,5.0,19.0,,1.0,4.0,20.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,13.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.204,17.398,3.0,116.0,4.0,1.0,1.0
24.0,5.0,19.0,,1.0,5.0,21.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.627,18.711,7.0,119.0,4.0,1.0,1.0
