Q1-match_id,Q2-player1,Q3-player2,Q4-elapsed_time,Q5-set_no,Q6-game_no,Q7-point_no,Q8-p1_sets,Q9-p2_sets,Q10-p1_games,Q11-p2_games,Q12-p1_score,Q13-p2_score,Q14-server,Q15-serve_no,Q16-point_victor,Q17-p1_points_won,Q18-p2_points_won,Q19-game_victor,Q20-set_victor,Q21-p1_ace,Q22-p2_ace,Q23-p1_winner,Q24-p2_winner,Q25-winner_shot_type,Q26-p1_double_fault,Q27-p2_double_fault,Q28-p1_unf_err,Q29-p2_unf_err,Q30-p1_net_pt,Q31-p2_net_pt,Q32-p1_net_pt_won,Q33-p2_net_pt_won,Q34-p1_break_pt,Q35-p2_break_pt,Q36-p1_break_pt_won,Q37-p2_break_pt_won,Q38-p1_break_pt_missed,Q39-p2_break_pt_missed,Q40-p1_distance_run,Q41-p2_distance_run,Q42-rally_count,Q43-speed_mph,Q44-serve_width,Q45-serve_depth,Q46-return_depth
22.0,17.0,14.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.67,15.447,1.0,114.0,4.0,2.0,2.0
22.0,17.0,14.0,2590.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.678,23.801,6.0,132.0,5.0,2.0,2.0
22.0,17.0,14.0,3462.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.48,39.243,7.0,99.0,1.0,1.0,2.0
22.0,17.0,14.0,3463.0,1.0,2.0,7.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.986,29.908,9.0,123.0,3.0,1.0,1.0
22.0,17.0,14.0,3464.0,1.0,2.0,9.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.213,10.1,1.0,123.0,4.0,1.0,2.0
22.0,17.0,14.0,3465.0,1.0,3.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.415,7.467,2.0,120.0,3.0,1.0,2.0
22.0,17.0,14.0,3466.0,1.0,3.0,11.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.384,10.759,1.0,132.0,5.0,2.0,2.0
22.0,17.0,14.0,2076.0,1.0,3.0,15.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,8.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.357,50.482,7.0,135.0,3.0,1.0,1.0
22.0,17.0,14.0,12.0,1.0,4.0,17.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.886,15.17,5.0,118.0,5.0,1.0,2.0
22.0,17.0,14.0,3467.0,1.0,4.0,18.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.108,13.104,3.0,107.0,4.0,1.0,1.0
