Q1-ch_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth
14.0,14.0,14.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.118,5.543,1.0,124.0,5.0,2.0,2.0
14.0,14.0,14.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.934,4.335,1.0,119.0,5.0,1.0,1.0
14.0,14.0,14.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.848,11.198,2.0,110.0,4.0,2.0,1.0
14.0,14.0,14.0,,1.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.017,8.471,3.0,120.0,1.0,1.0,1.0
14.0,14.0,14.0,,1.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.868,3.419,1.0,112.0,4.0,2.0,1.0
14.0,14.0,14.0,,1.0,2.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.314,64.077,16.0,124.0,5.0,1.0,2.0
14.0,14.0,14.0,,1.0,2.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.501,15.536,4.0,93.0,3.0,1.0,1.0
14.0,14.0,14.0,,1.0,2.0,8.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.307,29.811,8.0,96.0,2.0,1.0,2.0
14.0,14.0,14.0,,1.0,2.0,9.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.697,8.033,3.0,93.0,3.0,1.0,1.0
14.0,14.0,14.0,,1.0,2.0,10.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.474,6.935,1.0,116.0,4.0,2.0,1.0
