Q1-ch_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth
8.0,8.0,8.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.727,5.42,1.0,114.0,4.0,2.0,1.0
8.0,8.0,8.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.068,11.969,3.0,123.0,4.0,1.0,1.0
8.0,8.0,8.0,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.276,7.918,1.0,105.0,1.0,1.0,2.0
8.0,8.0,8.0,,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,27.834,7.0,119.0,5.0,1.0,2.0
8.0,8.0,8.0,,1.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.328,32.599,9.0,93.0,5.0,1.0,1.0
8.0,8.0,8.0,,1.0,2.0,6.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.109,11.737,2.0,81.0,2.0,1.0,1.0
8.0,8.0,8.0,,1.0,2.0,7.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.403,50.709,13.0,108.0,4.0,1.0,1.0
8.0,8.0,8.0,,1.0,2.0,8.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.89,19.457,5.0,96.0,5.0,1.0,1.0
8.0,8.0,8.0,,1.0,2.0,9.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.617,18.662,5.0,118.0,5.0,1.0,1.0
8.0,8.0,8.0,,1.0,3.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.95,14.828,3.0,128.0,1.0,2.0,1.0
8.0,8.0,8.0,,1.0,3.0,11.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25,7.161,1.0,124.0,5.0,1.0,2.0
8.0,8.0,8.0,,1.0,3.0,12.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.973,7.962,2.0,110.0,3.0,1.0,2.0
8.0,8.0,8.0,,1.0,3.0,14.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.739,12.108,4.0,124.0,1.0,1.0,2.0
8.0,8.0,8.0,,1.0,3.0,15.0,0.0,0.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.284,4.838,2.0,128.0,5.0,1.0,2.0
