Q1-match_id,Q2-player1,Q3-player2,Q4-elapsed_time,Q5-set_no,Q6-game_no,Q7-point_no,Q8-p1_sets,Q9-p2_sets,Q10-p1_games,Q11-p2_games,Q12-p1_score,Q13-p2_score,Q14-server,Q15-serve_no,Q16-point_victor,Q17-p1_points_won,Q18-p2_points_won,Q19-game_victor,Q20-set_victor,Q21-p1_ace,Q22-p2_ace,Q23-p1_winner,Q24-p2_winner,Q25-winner_shot_type,Q26-p1_double_fault,Q27-p2_double_fault,Q28-p1_unf_err,Q29-p2_unf_err,Q30-p1_net_pt,Q31-p2_net_pt,Q32-p1_net_pt_won,Q33-p2_net_pt_won,Q34-p1_break_pt,Q35-p2_break_pt,Q36-p1_break_pt_won,Q37-p2_break_pt_won,Q38-p1_break_pt_missed,Q39-p2_break_pt_missed,Q40-p1_distance_run,Q41-p2_distance_run,Q42-rally_count,Q43-speed_mph,Q44-serve_width,Q45-serve_depth,Q46-return_depth
12.0,12.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.205,9.695,4.0,129.0,1.0,1.0,2.0
12.0,12.0,12.0,2070.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.231,8.83,3.0,125.0,4.0,2.0,1.0
12.0,12.0,12.0,2071.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.497,19.551,5.0,108.0,1.0,1.0,1.0
12.0,12.0,12.0,2072.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.989,9.202,3.0,103.0,1.0,2.0,1.0
12.0,12.0,12.0,1663.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.856,3.839,1.0,121.0,1.0,1.0,2.0
12.0,12.0,12.0,2073.0,1.0,2.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.161,4.614,1.0,134.0,5.0,1.0,2.0
12.0,12.0,12.0,2074.0,1.0,2.0,8.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.282,4.883,1.0,114.0,1.0,2.0,1.0
12.0,12.0,12.0,2075.0,1.0,2.0,9.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,2.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.461,4.077,1.0,115.0,1.0,1.0,2.0
12.0,12.0,12.0,2076.0,1.0,3.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.621,7.982,3.0,111.0,1.0,1.0,1.0
12.0,12.0,12.0,2077.0,1.0,3.0,12.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.702,13.971,4.0,108.0,2.0,1.0,1.0
12.0,12.0,12.0,2078.0,1.0,3.0,13.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.089,7.599,2.0,102.0,1.0,1.0,1.0
12.0,12.0,12.0,2079.0,1.0,3.0,14.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.518,4.009,1.0,122.0,4.0,2.0,2.0
12.0,12.0,12.0,2080.0,1.0,3.0,15.0,0.0,0.0,1.0,1.0,5.0,3.0,2.0,2.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.651,6.005,2.0,107.0,2.0,1.0,1.0
12.0,12.0,12.0,2081.0,1.0,3.0,16.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17.568,15.895,4.0,126.0,5.0,2.0,1.0
12.0,12.0,12.0,1400.0,1.0,4.0,17.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.474,12.277,4.0,101.0,3.0,1.0,2.0
12.0,12.0,12.0,262.0,1.0,4.0,18.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.696,2.282,1.0,133.0,3.0,1.0,1.0
12.0,12.0,12.0,2082.0,1.0,4.0,19.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,11.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.863,8.52,3.0,127.0,3.0,2.0,1.0
12.0,12.0,12.0,2083.0,1.0,4.0,20.0,0.0,0.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.425,8.404,2.0,124.0,5.0,1.0,1.0
12.0,12.0,12.0,2084.0,1.0,4.0,21.0,0.0,0.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.226,18.157,3.0,123.0,4.0,2.0,2.0
12.0,12.0,12.0,2085.0,1.0,4.0,22.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,13.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.263,4.625,1.0,85.0,5.0,1.0,2.0
12.0,12.0,12.0,2086.0,1.0,5.0,23.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.443,3.508,2.0,128.0,5.0,1.0,1.0
12.0,12.0,12.0,2087.0,1.0,5.0,24.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,15.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.91,12.598,4.0,106.0,2.0,1.0,1.0
12.0,12.0,12.0,1404.0,1.0,5.0,25.0,0.0,0.0,3.0,1.0,5.0,1.0,2.0,1.0,2.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.138,27.873,9.0,121.0,5.0,1.0,1.0
12.0,12.0,12.0,2088.0,1.0,5.0,26.0,0.0,0.0,3.0,1.0,5.0,2.0,2.0,1.0,2.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.003,8.547,3.0,117.0,5.0,1.0,1.0
12.0,12.0,12.0,2089.0,1.0,5.0,27.0,0.0,0.0,3.0,1.0,5.0,3.0,2.0,1.0,2.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.704,4.96,1.0,121.0,4.0,2.0,2.0
12.0,12.0,12.0,2090.0,1.0,5.0,28.0,0.0,0.0,3.0,1.0,5.0,4.0,2.0,1.0,2.0,15.0,13.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.03,6.074,3.0,122.0,4.0,2.0,1.0
12.0,12.0,12.0,2091.0,1.0,6.0,31.0,0.0,0.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,16.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.126,21.728,5.0,103.0,1.0,2.0,1.0
12.0,12.0,12.0,2092.0,1.0,6.0,32.0,0.0,0.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.385,25.333,6.0,101.0,1.0,1.0,1.0
12.0,12.0,12.0,2093.0,1.0,6.0,34.0,0.0,0.0,3.0,2.0,5.0,4.0,1.0,1.0,1.0,18.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.769,4.89,1.0,127.0,4.0,2.0,2.0
12.0,12.0,12.0,2094.0,1.0,6.0,36.0,0.0,0.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,20.0,16.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,11.004,1.0,133.0,4.0,2.0,2.0
